component_id,trial_key,page_type,task,network_type,edge_count,drawing,graph_id,accepted_index,condition_id,stimulus_path,target_community_internal,target_color,candidate_community_internal,target_node,candidate_nodes_json,correct_answer_internal,correct_answer_label
global_SW_300_epb_01_task,global_SW_300_epb_01,task,global,small_world,300,epb,SW_300_01,1,global__small_world__E300__epb,edge-bundling/assets/stimuli/SW_300_01_epb.png,A,青,,,,B,オレンジ色
global_SW_300_epb_01_subjective,global_SW_300_epb_01,subjective,global,small_world,300,epb,SW_300_01,1,global__small_world__E300__epb,edge-bundling/assets/stimuli/SW_300_01_epb.png,A,青,,,,,
global_SW_300_epb_02_task,global_SW_300_epb_02,task,global,small_world,300,epb,SW_300_02,2,global__small_world__E300__epb,edge-bundling/assets/stimuli/SW_300_02_epb.png,D,赤,,,,A,青色
global_SW_300_epb_02_subjective,global_SW_300_epb_02,subjective,global,small_world,300,epb,SW_300_02,2,global__small_world__E300__epb,edge-bundling/assets/stimuli/SW_300_02_epb.png,D,赤,,,,,
global_SW_300_epb_03_task,global_SW_300_epb_03,task,global,small_world,300,epb,SW_300_03,3,global__small_world__E300__epb,edge-bundling/assets/stimuli/SW_300_03_epb.png,D,赤,,,,B,オレンジ色
global_SW_300_epb_03_subjective,global_SW_300_epb_03,subjective,global,small_world,300,epb,SW_300_03,3,global__small_world__E300__epb,edge-bundling/assets/stimuli/SW_300_03_epb.png,D,赤,,,,,
global_SW_300_epb_04_task,global_SW_300_epb_04,task,global,small_world,300,epb,SW_300_04,4,global__small_world__E300__epb,edge-bundling/assets/stimuli/SW_300_04_epb.png,B,オレンジ,,,,D,赤色
global_SW_300_epb_04_subjective,global_SW_300_epb_04,subjective,global,small_world,300,epb,SW_300_04,4,global__small_world__E300__epb,edge-bundling/assets/stimuli/SW_300_04_epb.png,B,オレンジ,,,,,
global_SW_800_straight_01_task,global_SW_800_straight_01,task,global,small_world,800,straight,SW_800_01,1,global__small_world__E800__straight,edge-bundling/assets/stimuli/SW_800_01.png,C,緑,,,,D,赤色
global_SW_800_straight_01_subjective,global_SW_800_straight_01,subjective,global,small_world,800,straight,SW_800_01,1,global__small_world__E800__straight,edge-bundling/assets/stimuli/SW_800_01.png,C,緑,,,,,
global_SW_800_straight_02_task,global_SW_800_straight_02,task,global,small_world,800,straight,SW_800_02,2,global__small_world__E800__straight,edge-bundling/assets/stimuli/SW_800_02.png,B,オレンジ,,,,A,青色
global_SW_800_straight_02_subjective,global_SW_800_straight_02,subjective,global,small_world,800,straight,SW_800_02,2,global__small_world__E800__straight,edge-bundling/assets/stimuli/SW_800_02.png,B,オレンジ,,,,,
global_SW_800_straight_03_task,global_SW_800_straight_03,task,global,small_world,800,straight,SW_800_03,3,global__small_world__E800__straight,edge-bundling/assets/stimuli/SW_800_03.png,A,青,,,,B,オレンジ色
global_SW_800_straight_03_subjective,global_SW_800_straight_03,subjective,global,small_world,800,straight,SW_800_03,3,global__small_world__E800__straight,edge-bundling/assets/stimuli/SW_800_03.png,A,青,,,,,
global_SW_800_straight_04_task,global_SW_800_straight_04,task,global,small_world,800,straight,SW_800_04,4,global__small_world__E800__straight,edge-bundling/assets/stimuli/SW_800_04.png,A,青,,,,C,緑色
global_SW_800_straight_04_subjective,global_SW_800_straight_04,subjective,global,small_world,800,straight,SW_800_04,4,global__small_world__E800__straight,edge-bundling/assets/stimuli/SW_800_04.png,A,青,,,,,
global_SW_800_fdeb_01_task,global_SW_800_fdeb_01,task,global,small_world,800,fdeb,SW_800_01,1,global__small_world__E800__fdeb,edge-bundling/assets/stimuli/SW_800_01_fdeb.png,C,緑,,,,D,赤色
global_SW_800_fdeb_01_subjective,global_SW_800_fdeb_01,subjective,global,small_world,800,fdeb,SW_800_01,1,global__small_world__E800__fdeb,edge-bundling/assets/stimuli/SW_800_01_fdeb.png,C,緑,,,,,
global_SW_800_fdeb_02_task,global_SW_800_fdeb_02,task,global,small_world,800,fdeb,SW_800_02,2,global__small_world__E800__fdeb,edge-bundling/assets/stimuli/SW_800_02_fdeb.png,B,オレンジ,,,,A,青色
global_SW_800_fdeb_02_subjective,global_SW_800_fdeb_02,subjective,global,small_world,800,fdeb,SW_800_02,2,global__small_world__E800__fdeb,edge-bundling/assets/stimuli/SW_800_02_fdeb.png,B,オレンジ,,,,,
global_SW_800_fdeb_03_task,global_SW_800_fdeb_03,task,global,small_world,800,fdeb,SW_800_03,3,global__small_world__E800__fdeb,edge-bundling/assets/stimuli/SW_800_03_fdeb.png,A,青,,,,B,オレンジ色
global_SW_800_fdeb_03_subjective,global_SW_800_fdeb_03,subjective,global,small_world,800,fdeb,SW_800_03,3,global__small_world__E800__fdeb,edge-bundling/assets/stimuli/SW_800_03_fdeb.png,A,青,,,,,
global_SW_800_fdeb_04_task,global_SW_800_fdeb_04,task,global,small_world,800,fdeb,SW_800_04,4,global__small_world__E800__fdeb,edge-bundling/assets/stimuli/SW_800_04_fdeb.png,A,青,,,,C,緑色
global_SW_800_fdeb_04_subjective,global_SW_800_fdeb_04,subjective,global,small_world,800,fdeb,SW_800_04,4,global__small_world__E800__fdeb,edge-bundling/assets/stimuli/SW_800_04_fdeb.png,A,青,,,,,
global_SW_800_epb_01_task,global_SW_800_epb_01,task,global,small_world,800,epb,SW_800_01,1,global__small_world__E800__epb,edge-bundling/assets/stimuli/SW_800_01_epb.png,C,緑,,,,D,赤色
global_SW_800_epb_01_subjective,global_SW_800_epb_01,subjective,global,small_world,800,epb,SW_800_01,1,global__small_world__E800__epb,edge-bundling/assets/stimuli/SW_800_01_epb.png,C,緑,,,,,
global_SW_800_epb_02_task,global_SW_800_epb_02,task,global,small_world,800,epb,SW_800_02,2,global__small_world__E800__epb,edge-bundling/assets/stimuli/SW_800_02_epb.png,B,オレンジ,,,,A,青色
global_SW_800_epb_02_subjective,global_SW_800_epb_02,subjective,global,small_world,800,epb,SW_800_02,2,global__small_world__E800__epb,edge-bundling/assets/stimuli/SW_800_02_epb.png,B,オレンジ,,,,,
global_SW_800_epb_03_task,global_SW_800_epb_03,task,global,small_world,800,epb,SW_800_03,3,global__small_world__E800__epb,edge-bundling/assets/stimuli/SW_800_03_epb.png,A,青,,,,B,オレンジ色
global_SW_800_epb_03_subjective,global_SW_800_epb_03,subjective,global,small_world,800,epb,SW_800_03,3,global__small_world__E800__epb,edge-bundling/assets/stimuli/SW_800_03_epb.png,A,青,,,,,
global_SW_800_epb_04_task,global_SW_800_epb_04,task,global,small_world,800,epb,SW_800_04,4,global__small_world__E800__epb,edge-bundling/assets/stimuli/SW_800_04_epb.png,A,青,,,,C,緑色
global_SW_800_epb_04_subjective,global_SW_800_epb_04,subjective,global,small_world,800,epb,SW_800_04,4,global__small_world__E800__epb,edge-bundling/assets/stimuli/SW_800_04_epb.png,A,青,,,,,
global_SF_300_straight_01_task,global_SF_300_straight_01,task,global,scale_free,300,straight,SF_300_01,1,global__scale_free__E300__straight,edge-bundling/assets/stimuli/SF_300_01.png,D,赤,,,,A,青色
global_SF_300_straight_01_subjective,global_SF_300_straight_01,subjective,global,scale_free,300,straight,SF_300_01,1,global__scale_free__E300__straight,edge-bundling/assets/stimuli/SF_300_01.png,D,赤,,,,,
global_SF_300_straight_02_task,global_SF_300_straight_02,task,global,scale_free,300,straight,SF_300_02,2,global__scale_free__E300__straight,edge-bundling/assets/stimuli/SF_300_02.png,C,緑,,,,B,オレンジ色
global_SF_300_straight_02_subjective,global_SF_300_straight_02,subjective,global,scale_free,300,straight,SF_300_02,2,global__scale_free__E300__straight,edge-bundling/assets/stimuli/SF_300_02.png,C,緑,,,,,
global_SF_300_straight_03_task,global_SF_300_straight_03,task,global,scale_free,300,straight,SF_300_03,3,global__scale_free__E300__straight,edge-bundling/assets/stimuli/SF_300_03.png,D,赤,,,,C,緑色
global_SF_300_straight_03_subjective,global_SF_300_straight_03,subjective,global,scale_free,300,straight,SF_300_03,3,global__scale_free__E300__straight,edge-bundling/assets/stimuli/SF_300_03.png,D,赤,,,,,
global_SF_300_straight_04_task,global_SF_300_straight_04,task,global,scale_free,300,straight,SF_300_04,4,global__scale_free__E300__straight,edge-bundling/assets/stimuli/SF_300_04.png,C,緑,,,,D,赤色
global_SF_300_straight_04_subjective,global_SF_300_straight_04,subjective,global,scale_free,300,straight,SF_300_04,4,global__scale_free__E300__straight,edge-bundling/assets/stimuli/SF_300_04.png,C,緑,,,,,
global_SF_300_fdeb_01_task,global_SF_300_fdeb_01,task,global,scale_free,300,fdeb,SF_300_01,1,global__scale_free__E300__fdeb,edge-bundling/assets/stimuli/SF_300_01_fdeb.png,D,赤,,,,A,青色
global_SF_300_fdeb_01_subjective,global_SF_300_fdeb_01,subjective,global,scale_free,300,fdeb,SF_300_01,1,global__scale_free__E300__fdeb,edge-bundling/assets/stimuli/SF_300_01_fdeb.png,D,赤,,,,,
global_SF_300_fdeb_02_task,global_SF_300_fdeb_02,task,global,scale_free,300,fdeb,SF_300_02,2,global__scale_free__E300__fdeb,edge-bundling/assets/stimuli/SF_300_02_fdeb.png,C,緑,,,,B,オレンジ色
global_SF_300_fdeb_02_subjective,global_SF_300_fdeb_02,subjective,global,scale_free,300,fdeb,SF_300_02,2,global__scale_free__E300__fdeb,edge-bundling/assets/stimuli/SF_300_02_fdeb.png,C,緑,,,,,
global_SF_300_fdeb_03_task,global_SF_300_fdeb_03,task,global,scale_free,300,fdeb,SF_300_03,3,global__scale_free__E300__fdeb,edge-bundling/assets/stimuli/SF_300_03_fdeb.png,D,赤,,,,C,緑色
global_SF_300_fdeb_03_subjective,global_SF_300_fdeb_03,subjective,global,scale_free,300,fdeb,SF_300_03,3,global__scale_free__E300__fdeb,edge-bundling/assets/stimuli/SF_300_03_fdeb.png,D,赤,,,,,
global_SF_300_fdeb_04_task,global_SF_300_fdeb_04,task,global,scale_free,300,fdeb,SF_300_04,4,global__scale_free__E300__fdeb,edge-bundling/assets/stimuli/SF_300_04_fdeb.png,C,緑,,,,D,赤色
global_SF_300_fdeb_04_subjective,global_SF_300_fdeb_04,subjective,global,scale_free,300,fdeb,SF_300_04,4,global__scale_free__E300__fdeb,edge-bundling/assets/stimuli/SF_300_04_fdeb.png,C,緑,,,,,
global_SF_300_epb_01_task,global_SF_300_epb_01,task,global,scale_free,300,epb,SF_300_01,1,global__scale_free__E300__epb,edge-bundling/assets/stimuli/SF_300_01_epb.png,D,赤,,,,A,青色
global_SF_300_epb_01_subjective,global_SF_300_epb_01,subjective,global,scale_free,300,epb,SF_300_01,1,global__scale_free__E300__epb,edge-bundling/assets/stimuli/SF_300_01_epb.png,D,赤,,,,,
global_SF_300_epb_02_task,global_SF_300_epb_02,task,global,scale_free,300,epb,SF_300_02,2,global__scale_free__E300__epb,edge-bundling/assets/stimuli/SF_300_02_epb.png,C,緑,,,,B,オレンジ色
global_SF_300_epb_02_subjective,global_SF_300_epb_02,subjective,global,scale_free,300,epb,SF_300_02,2,global__scale_free__E300__epb,edge-bundling/assets/stimuli/SF_300_02_epb.png,C,緑,,,,,
global_SF_300_epb_03_task,global_SF_300_epb_03,task,global,scale_free,300,epb,SF_300_03,3,global__scale_free__E300__epb,edge-bundling/assets/stimuli/SF_300_03_epb.png,D,赤,,,,C,緑色
global_SF_300_epb_03_subjective,global_SF_300_epb_03,subjective,global,scale_free,300,epb,SF_300_03,3,global__scale_free__E300__epb,edge-bundling/assets/stimuli/SF_300_03_epb.png,D,赤,,,,,
global_SF_300_epb_04_task,global_SF_300_epb_04,task,global,scale_free,300,epb,SF_300_04,4,global__scale_free__E300__epb,edge-bundling/assets/stimuli/SF_300_04_epb.png,C,緑,,,,D,赤色
global_SF_300_epb_04_subjective,global_SF_300_epb_04,subjective,global,scale_free,300,epb,SF_300_04,4,global__scale_free__E300__epb,edge-bundling/assets/stimuli/SF_300_04_epb.png,C,緑,,,,,
global_SF_800_straight_01_task,global_SF_800_straight_01,task,global,scale_free,800,straight,SF_800_01,1,global__scale_free__E800__straight,edge-bundling/assets/stimuli/SF_800_01.png,D,赤,,,,B,オレンジ色
global_SF_800_straight_01_subjective,global_SF_800_straight_01,subjective,global,scale_free,800,straight,SF_800_01,1,global__scale_free__E800__straight,edge-bundling/assets/stimuli/SF_800_01.png,D,赤,,,,,
global_SF_800_straight_02_task,global_SF_800_straight_02,task,global,scale_free,800,straight,SF_800_02,2,global__scale_free__E800__straight,edge-bundling/assets/stimuli/SF_800_02.png,A,青,,,,B,オレンジ色
global_SF_800_straight_02_subjective,global_SF_800_straight_02,subjective,global,scale_free,800,straight,SF_800_02,2,global__scale_free__E800__straight,edge-bundling/assets/stimuli/SF_800_02.png,A,青,,,,,
global_SF_800_straight_03_task,global_SF_800_straight_03,task,global,scale_free,800,straight,SF_800_03,3,global__scale_free__E800__straight,edge-bundling/assets/stimuli/SF_800_03.png,D,赤,,,,C,緑色
global_SF_800_straight_03_subjective,global_SF_800_straight_03,subjective,global,scale_free,800,straight,SF_800_03,3,global__scale_free__E800__straight,edge-bundling/assets/stimuli/SF_800_03.png,D,赤,,,,,
global_SF_800_straight_04_task,global_SF_800_straight_04,task,global,scale_free,800,straight,SF_800_04,4,global__scale_free__E800__straight,edge-bundling/assets/stimuli/SF_800_04.png,A,青,,,,D,赤色
global_SF_800_straight_04_subjective,global_SF_800_straight_04,subjective,global,scale_free,800,straight,SF_800_04,4,global__scale_free__E800__straight,edge-bundling/assets/stimuli/SF_800_04.png,A,青,,,,,
global_SF_800_fdeb_01_task,global_SF_800_fdeb_01,task,global,scale_free,800,fdeb,SF_800_01,1,global__scale_free__E800__fdeb,edge-bundling/assets/stimuli/SF_800_01_fdeb.png,D,赤,,,,B,オレンジ色
global_SF_800_fdeb_01_subjective,global_SF_800_fdeb_01,subjective,global,scale_free,800,fdeb,SF_800_01,1,global__scale_free__E800__fdeb,edge-bundling/assets/stimuli/SF_800_01_fdeb.png,D,赤,,,,,
global_SF_800_fdeb_02_task,global_SF_800_fdeb_02,task,global,scale_free,800,fdeb,SF_800_02,2,global__scale_free__E800__fdeb,edge-bundling/assets/stimuli/SF_800_02_fdeb.png,A,青,,,,B,オレンジ色
global_SF_800_fdeb_02_subjective,global_SF_800_fdeb_02,subjective,global,scale_free,800,fdeb,SF_800_02,2,global__scale_free__E800__fdeb,edge-bundling/assets/stimuli/SF_800_02_fdeb.png,A,青,,,,,
global_SF_800_fdeb_03_task,global_SF_800_fdeb_03,task,global,scale_free,800,fdeb,SF_800_03,3,global__scale_free__E800__fdeb,edge-bundling/assets/stimuli/SF_800_03_fdeb.png,D,赤,,,,C,緑色
global_SF_800_fdeb_03_subjective,global_SF_800_fdeb_03,subjective,global,scale_free,800,fdeb,SF_800_03,3,global__scale_free__E800__fdeb,edge-bundling/assets/stimuli/SF_800_03_fdeb.png,D,赤,,,,,
global_SF_800_fdeb_04_task,global_SF_800_fdeb_04,task,global,scale_free,800,fdeb,SF_800_04,4,global__scale_free__E800__fdeb,edge-bundling/assets/stimuli/SF_800_04_fdeb.png,A,青,,,,D,赤色
global_SF_800_fdeb_04_subjective,global_SF_800_fdeb_04,subjective,global,scale_free,800,fdeb,SF_800_04,4,global__scale_free__E800__fdeb,edge-bundling/assets/stimuli/SF_800_04_fdeb.png,A,青,,,,,
global_SF_800_epb_01_task,global_SF_800_epb_01,task,global,scale_free,800,epb,SF_800_01,1,global__scale_free__E800__epb,edge-bundling/assets/stimuli/SF_800_01_epb.png,D,赤,,,,B,オレンジ色
global_SF_800_epb_01_subjective,global_SF_800_epb_01,subjective,global,scale_free,800,epb,SF_800_01,1,global__scale_free__E800__epb,edge-bundling/assets/stimuli/SF_800_01_epb.png,D,赤,,,,,
global_SF_800_epb_02_task,global_SF_800_epb_02,task,global,scale_free,800,epb,SF_800_02,2,global__scale_free__E800__epb,edge-bundling/assets/stimuli/SF_800_02_epb.png,A,青,,,,B,オレンジ色
global_SF_800_epb_02_subjective,global_SF_800_epb_02,subjective,global,scale_free,800,epb,SF_800_02,2,global__scale_free__E800__epb,edge-bundling/assets/stimuli/SF_800_02_epb.png,A,青,,,,,
global_SF_800_epb_03_task,global_SF_800_epb_03,task,global,scale_free,800,epb,SF_800_03,3,global__scale_free__E800__epb,edge-bundling/assets/stimuli/SF_800_03_epb.png,D,赤,,,,C,緑色
global_SF_800_epb_03_subjective,global_SF_800_epb_03,subjective,global,scale_free,800,epb,SF_800_03,3,global__scale_free__E800__epb,edge-bundling/assets/stimuli/SF_800_03_epb.png,D,赤,,,,,
global_SF_800_epb_04_task,global_SF_800_epb_04,task,global,scale_free,800,epb,SF_800_04,4,global__scale_free__E800__epb,edge-bundling/assets/stimuli/SF_800_04_epb.png,A,青,,,,D,赤色
global_SF_800_epb_04_subjective,global_SF_800_epb_04,subjective,global,scale_free,800,epb,SF_800_04,4,global__scale_free__E800__epb,edge-bundling/assets/stimuli/SF_800_04_epb.png,A,青,,,,,
global_BI_300_straight_01_task,global_BI_300_straight_01,task,global,bipartite,300,straight,BI_300_01,1,global__bipartite__E300__straight,edge-bundling/assets/stimuli/BI_300_01.png,C,緑,,,,D,赤色
global_BI_300_straight_01_subjective,global_BI_300_straight_01,subjective,global,bipartite,300,straight,BI_300_01,1,global__bipartite__E300__straight,edge-bundling/assets/stimuli/BI_300_01.png,C,緑,,,,,
global_BI_300_straight_02_task,global_BI_300_straight_02,task,global,bipartite,300,straight,BI_300_02,2,global__bipartite__E300__straight,edge-bundling/assets/stimuli/BI_300_02.png,B,オレンジ,,,,C,緑色
global_BI_300_straight_02_subjective,global_BI_300_straight_02,subjective,global,bipartite,300,straight,BI_300_02,2,global__bipartite__E300__straight,edge-bundling/assets/stimuli/BI_300_02.png,B,オレンジ,,,,,
global_BI_300_straight_03_task,global_BI_300_straight_03,task,global,bipartite,300,straight,BI_300_03,3,global__bipartite__E300__straight,edge-bundling/assets/stimuli/BI_300_03.png,C,緑,,,,D,赤色
global_BI_300_straight_03_subjective,global_BI_300_straight_03,subjective,global,bipartite,300,straight,BI_300_03,3,global__bipartite__E300__straight,edge-bundling/assets/stimuli/BI_300_03.png,C,緑,,,,,
global_BI_300_straight_04_task,global_BI_300_straight_04,task,global,bipartite,300,straight,BI_300_04,4,global__bipartite__E300__straight,edge-bundling/assets/stimuli/BI_300_04.png,C,緑,,,,B,オレンジ色
global_BI_300_straight_04_subjective,global_BI_300_straight_04,subjective,global,bipartite,300,straight,BI_300_04,4,global__bipartite__E300__straight,edge-bundling/assets/stimuli/BI_300_04.png,C,緑,,,,,
global_BI_300_fdeb_01_task,global_BI_300_fdeb_01,task,global,bipartite,300,fdeb,BI_300_01,1,global__bipartite__E300__fdeb,edge-bundling/assets/stimuli/BI_300_01_fdeb.png,C,緑,,,,D,赤色
global_BI_300_fdeb_01_subjective,global_BI_300_fdeb_01,subjective,global,bipartite,300,fdeb,BI_300_01,1,global__bipartite__E300__fdeb,edge-bundling/assets/stimuli/BI_300_01_fdeb.png,C,緑,,,,,
global_BI_300_fdeb_02_task,global_BI_300_fdeb_02,task,global,bipartite,300,fdeb,BI_300_02,2,global__bipartite__E300__fdeb,edge-bundling/assets/stimuli/BI_300_02_fdeb.png,B,オレンジ,,,,C,緑色
global_BI_300_fdeb_02_subjective,global_BI_300_fdeb_02,subjective,global,bipartite,300,fdeb,BI_300_02,2,global__bipartite__E300__fdeb,edge-bundling/assets/stimuli/BI_300_02_fdeb.png,B,オレンジ,,,,,
global_BI_300_fdeb_03_task,global_BI_300_fdeb_03,task,global,bipartite,300,fdeb,BI_300_03,3,global__bipartite__E300__fdeb,edge-bundling/assets/stimuli/BI_300_03_fdeb.png,C,緑,,,,D,赤色
global_BI_300_fdeb_03_subjective,global_BI_300_fdeb_03,subjective,global,bipartite,300,fdeb,BI_300_03,3,global__bipartite__E300__fdeb,edge-bundling/assets/stimuli/BI_300_03_fdeb.png,C,緑,,,,,
global_BI_300_fdeb_04_task,global_BI_300_fdeb_04,task,global,bipartite,300,fdeb,BI_300_04,4,global__bipartite__E300__fdeb,edge-bundling/assets/stimuli/BI_300_04_fdeb.png,C,緑,,,,B,オレンジ色
global_BI_300_fdeb_04_subjective,global_BI_300_fdeb_04,subjective,global,bipartite,300,fdeb,BI_300_04,4,global__bipartite__E300__fdeb,edge-bundling/assets/stimuli/BI_300_04_fdeb.png,C,緑,,,,,
global_BI_300_epb_01_task,global_BI_300_epb_01,task,global,bipartite,300,epb,BI_300_01,1,global__bipartite__E300__epb,edge-bundling/assets/stimuli/BI_300_01_epb.png,C,緑,,,,D,赤色
global_BI_300_epb_01_subjective,global_BI_300_epb_01,subjective,global,bipartite,300,epb,BI_300_01,1,global__bipartite__E300__epb,edge-bundling/assets/stimuli/BI_300_01_epb.png,C,緑,,,,,
global_BI_300_epb_02_task,global_BI_300_epb_02,task,global,bipartite,300,epb,BI_300_02,2,global__bipartite__E300__epb,edge-bundling/assets/stimuli/BI_300_02_epb.png,B,オレンジ,,,,C,緑色
global_BI_300_epb_02_subjective,global_BI_300_epb_02,subjective,global,bipartite,300,epb,BI_300_02,2,global__bipartite__E300__epb,edge-bundling/assets/stimuli/BI_300_02_epb.png,B,オレンジ,,,,,
global_BI_300_epb_03_task,global_BI_300_epb_03,task,global,bipartite,300,epb,BI_300_03,3,global__bipartite__E300__epb,edge-bundling/assets/stimuli/BI_300_03_epb.png,C,緑,,,,D,赤色
global_BI_300_epb_03_subjective,global_BI_300_epb_03,subjective,global,bipartite,300,epb,BI_300_03,3,global__bipartite__E300__epb,edge-bundling/assets/stimuli/BI_300_03_epb.png,C,緑,,,,,
global_BI_300_epb_04_task,global_BI_300_epb_04,task,global,bipartite,300,epb,BI_300_04,4,global__bipartite__E300__epb,edge-bundling/assets/stimuli/BI_300_04_epb.png,C,緑,,,,B,オレンジ色
global_BI_300_epb_04_subjective,global_BI_300_epb_04,subjective,global,bipartite,300,epb,BI_300_04,4,global__bipartite__E300__epb,edge-bundling/assets/stimuli/BI_300_04_epb.png,C,緑,,,,,
global_BI_800_straight_01_task,global_BI_800_straight_01,task,global,bipartite,800,straight,BI_800_01,1,global__bipartite__E800__straight,edge-bundling/assets/stimuli/BI_800_01.png,D,赤,,,,B,オレンジ色
global_BI_800_straight_01_subjective,global_BI_800_straight_01,subjective,global,bipartite,800,straight,BI_800_01,1,global__bipartite__E800__straight,edge-bundling/assets/stimuli/BI_800_01.png,D,赤,,,,,
global_BI_800_straight_02_task,global_BI_800_straight_02,task,global,bipartite,800,straight,BI_800_02,2,global__bipartite__E800__straight,edge-bundling/assets/stimuli/BI_800_02.png,D,赤,,,,B,オレンジ色
global_BI_800_straight_02_subjective,global_BI_800_straight_02,subjective,global,bipartite,800,straight,BI_800_02,2,global__bipartite__E800__straight,edge-bundling/assets/stimuli/BI_800_02.png,D,赤,,,,,
global_BI_800_straight_03_task,global_BI_800_straight_03,task,global,bipartite,800,straight,BI_800_03,3,global__bipartite__E800__straight,edge-bundling/assets/stimuli/BI_800_03.png,B,オレンジ,,,,A,青色
global_BI_800_straight_03_subjective,global_BI_800_straight_03,subjective,global,bipartite,800,straight,BI_800_03,3,global__bipartite__E800__straight,edge-bundling/assets/stimuli/BI_800_03.png,B,オレンジ,,,,,
global_BI_800_straight_04_task,global_BI_800_straight_04,task,global,bipartite,800,straight,BI_800_04,4,global__bipartite__E800__straight,edge-bundling/assets/stimuli/BI_800_04.png,C,緑,,,,D,赤色
global_BI_800_straight_04_subjective,global_BI_800_straight_04,subjective,global,bipartite,800,straight,BI_800_04,4,global__bipartite__E800__straight,edge-bundling/assets/stimuli/BI_800_04.png,C,緑,,,,,
global_BI_800_fdeb_01_task,global_BI_800_fdeb_01,task,global,bipartite,800,fdeb,BI_800_01,1,global__bipartite__E800__fdeb,edge-bundling/assets/stimuli/BI_800_01_fdeb.png,D,赤,,,,B,オレンジ色
global_BI_800_fdeb_01_subjective,global_BI_800_fdeb_01,subjective,global,bipartite,800,fdeb,BI_800_01,1,global__bipartite__E800__fdeb,edge-bundling/assets/stimuli/BI_800_01_fdeb.png,D,赤,,,,,
global_BI_800_fdeb_02_task,global_BI_800_fdeb_02,task,global,bipartite,800,fdeb,BI_800_02,2,global__bipartite__E800__fdeb,edge-bundling/assets/stimuli/BI_800_02_fdeb.png,D,赤,,,,B,オレンジ色
